Region,Sub-region,Country,Indicator,Year,Count,Rate
Europe,Southern Europe,Italy,Mortality: Total deaths,2013,154,241.197844882
Europe,Southern Europe,Italy,Mortality: Death by intentional homicide,2014,1,1.826650836
Europe,Southern Europe,Italy,Mortality: Death by intentional homicide,2013,0,0
Europe,Southern Europe,Italy,Mortality: Death by suicide,2014,43,78.545985935
Europe,Southern Europe,Italy,Mortality: Death by suicide,2013,42,65.781230422
Europe,Southern Europe,Italy,Mortality: Deaths due to external causes,2010,55,79.407475853
Europe,Southern Europe,Italy,Mortality: Deaths due to external causes,2011,63,92.206366630
Europe,Southern Europe,Italy,Mortality: Deaths due to external causes,2012,56,83.455038598
Europe,Southern Europe,Italy,Mortality: Deaths due to external causes,2013,42,65.781230422
Europe,Southern Europe,Italy,Mortality: Deaths due to external causes,2014,44,80.372636770
Europe,Northern Europe,Norway,Mortality: Total deaths,2013,12,310.157663479
Europe,Northern Europe,Norway,Mortality: Deaths due to external causes,2013,11,284.311191522
Europe,Northern Europe,Norway,Mortality: Death by intentional homicide,2013,0,0
Europe,Northern Europe,Norway,Mortality: Death by suicide,2013,11,284.311191522
Europe,Eastern Europe,Romania,Mortality: Death by intentional homicide,2012,0,0
Europe,Eastern Europe,Bulgaria,Mortality: Total deaths,2014,28,355.781448539
Europe,Eastern Europe,Bulgaria,Mortality: Death by suicide,2014,0,0
Europe,Northern Europe,Finland,Mortality: Total deaths,2015,3,95.693779904
Europe,Northern Europe,Finland,Mortality: Total deaths,2014,9,285.895806861
Europe,Northern Europe,Finland,Mortality: Deaths due to external causes,2014,5,158.831003812
Europe,Northern Europe,Finland,Mortality: Death by intentional homicide,2015,0,0
Europe,Northern Europe,Finland,Mortality: Death by suicide,2015,2,63.795853270
Europe,Northern Europe,Finland,Mortality: Death by suicide,2014,2,63.532401525
Europe,Eastern Europe,Romania,Mortality: Total deaths,2014,122,404.562939382
Europe,Eastern Europe,Romania,Mortality: Deaths due to external causes,2014,13,43.109165672
Europe,Eastern Europe,Romania,Mortality: Death by suicide,2014,13,43.109165672
Europe,Eastern Europe,Slovakia,Mortality: Total deaths,2015,18,181.579743771
Europe,Eastern Europe,Slovakia,Mortality: Total deaths,2014,18,179.640718563
Europe,Eastern Europe,Slovakia,Mortality: Deaths due to external causes,2015,14,141.228689600
Europe,Eastern Europe,Slovakia,Mortality: Deaths due to external causes,2014,0,0
Europe,Eastern Europe,Slovakia,Mortality: Death by intentional homicide,2015,0,0
Europe,Eastern Europe,Slovakia,Mortality: Death by intentional homicide,2014,0,0
Europe,Eastern Europe,Slovakia,Mortality: Death by suicide,2015,4,40.351054171
Europe,Eastern Europe,Slovakia,Mortality: Death by suicide,2014,6,59.880239521
Europe,Southern Europe,Slovenia,Mortality: Total deaths,2015,3,214.438884918
Europe,Southern Europe,Slovenia,Mortality: Total deaths,2014,6,394.218134034
Europe,Southern Europe,Slovenia,Mortality: Deaths due to external causes,2015,3,214.438884918
Europe,Southern Europe,Slovenia,Mortality: Deaths due to external causes,2014,6,394.218134034
Europe,Southern Europe,Slovenia,Mortality: Death by suicide,2015,3,214.438884918
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Total deaths,2015,257,304.343707072
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Total deaths,2014,243,290.398910108
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Deaths due to external causes,2014,98,117.115609838
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by intentional homicide,2015,8,9.473734072
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by intentional homicide,2014,3,3.585171730
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by suicide,2014,89,106.360094649
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by suicide,2013,76,92.814225001
Europe,Northern Europe,United Kingdom (Northern Ireland),Mortality: Total deaths,2015,2,138.217000691
Europe,Northern Europe,United Kingdom (Northern Ireland),Mortality: Total deaths,2014,1,58.513750731
Europe,Southern Europe,Holy See,Mortality: Total deaths,2015,0,0
Europe,Southern Europe,Holy See,Mortality: Total deaths,2014,0,
Europe,Southern Europe,Holy See,Mortality: Deaths due to external causes,2015,0,0
Europe,Southern Europe,Holy See,Mortality: Deaths due to external causes,2014,0,
Europe,Southern Europe,Holy See,Mortality: Death by intentional homicide,2015,0,0
Europe,Southern Europe,Holy See,Mortality: Death by intentional homicide,2014,0,
Europe,Southern Europe,Holy See,Mortality: Death by suicide,2015,0,0
Europe,Southern Europe,Holy See,Mortality: Death by suicide,2014,0,
Europe,Southern Europe,Portugal,Mortality: Total deaths,2015,67,466.151812426
Europe,Southern Europe,Portugal,Mortality: Total deaths,2014,73,514.156923510
Europe,Southern Europe,Portugal,Mortality: Deaths due to external causes,2015,13,90.447366590
Europe,Southern Europe,Portugal,Mortality: Deaths due to external causes,2014,22,154.951401606
Europe,Southern Europe,Portugal,Mortality: Death by intentional homicide,2015,2,13.914979475
Europe,Southern Europe,Portugal,Mortality: Death by intentional homicide,2014,0,0
Europe,Southern Europe,Portugal,Mortality: Death by suicide,2015,11,76.532387115
Europe,Southern Europe,Portugal,Mortality: Death by suicide,2014,22,154.951401606
Europe,Southern Europe,Spain,Mortality: Total deaths,2014,153,235.323069351
Europe,Southern Europe,Spain,Mortality: Deaths due to external causes,2014,68,104.588030823
Europe,Southern Europe,Spain,Mortality: Death by intentional homicide,2014,3,4.614177830
Europe,Southern Europe,Spain,Mortality: Death by suicide,2014,27,41.527600474
Europe,Southern Europe,Albania,Mortality: Total deaths,2014,12,210.933380207
Europe,Southern Europe,Albania,Mortality: Deaths due to external causes,2014,9,158.200035156
Europe,Southern Europe,Albania,Mortality: Death by intentional homicide,2014,0,0
Europe,Southern Europe,Albania,Mortality: Death by suicide,2014,3,52.733345052
Europe,Northern Europe,Latvia,Mortality: Total deaths,2015,17,385.574960308
Europe,Northern Europe,Latvia,Mortality: Total deaths,2014,28,590.094836670
Europe,Northern Europe,Latvia,Mortality: Deaths due to external causes,2015,3,68.042640054
Europe,Northern Europe,Latvia,Mortality: Deaths due to external causes,2014,5,105.374077977
Europe,Northern Europe,Latvia,Mortality: Death by intentional homicide,2015,0,0
Europe,Northern Europe,Latvia,Mortality: Death by intentional homicide,2014,0,0
Europe,Northern Europe,Latvia,Mortality: Death by suicide,2015,3,68.042640054
Europe,Northern Europe,Latvia,Mortality: Death by suicide,2014,5,105.374077977
Europe,Northern Europe,Lithuania,Mortality: Total deaths,2015,39,530.251529572
Europe,Northern Europe,Lithuania,Mortality: Total deaths,2014,43,497.915701714
Europe,Northern Europe,Lithuania,Mortality: Deaths due to external causes,2015,11,149.558123725
Europe,Northern Europe,Lithuania,Mortality: Deaths due to external causes,2014,12,138.953219083
Europe,Northern Europe,Lithuania,Mortality: Death by intentional homicide,2015,3,40.788579198
Europe,Northern Europe,Lithuania,Mortality: Death by intentional homicide,2014,1,11.579434924
Europe,Northern Europe,Lithuania,Mortality: Death by suicide,2015,8,108.769544528
Europe,Northern Europe,Lithuania,Mortality: Death by suicide,2014,11,127.373784159
Europe,Southern Europe,Malta,Mortality: Total deaths,2015,2,351.493848858
Europe,Southern Europe,Malta,Mortality: Deaths due to external causes,2015,2,351.493848858
Europe,Southern Europe,Malta,Mortality: Death by intentional homicide,2015,0,0
Europe,Southern Europe,Malta,Mortality: Death by suicide,2015,0,0
Europe,Eastern Europe,Poland,Mortality: Total deaths,2015,105,144.439094848
Europe,Eastern Europe,Poland,Mortality: Total deaths,2014,107,134.854118092
Europe,Northern Europe,Sweden,Mortality: Total deaths,2014,16,275.529533322
Europe,Northern Europe,Sweden,Mortality: Deaths due to external causes,2014,8,137.764766661
Europe,Northern Europe,Sweden,Mortality: Death by intentional homicide,2014,0,0
Europe,Northern Europe,Sweden,Mortality: Death by suicide,2014,7,120.544170828
Europe,Eastern Europe,Czechia,Mortality: Total deaths,2014,31,166.148568978
Europe,Eastern Europe,Czechia,Mortality: Death by intentional homicide,2014,1,5.359631257
Europe,Eastern Europe,Czechia,Mortality: Death by suicide,2014,13,69.675206346
Europe,Southern Europe,Greece,Mortality: Total deaths,2013,39,307.255967856
Europe,Western Europe,Liechtenstein,Mortality: Total deaths,2015,1,1886.792452830
Europe,Western Europe,Liechtenstein,Mortality: Total deaths,2014,0,0
Europe,Western Europe,Liechtenstein,Mortality: Deaths due to external causes,2015,0,0
Europe,Western Europe,Liechtenstein,Mortality: Deaths due to external causes,2014,0,0
Europe,Western Europe,Liechtenstein,Mortality: Death by intentional homicide,2015,0,0
Europe,Western Europe,Liechtenstein,Mortality: Death by intentional homicide,2014,0,0
Europe,Western Europe,Liechtenstein,Mortality: Death by suicide,2015,1,1886.792452830
Europe,Western Europe,Liechtenstein,Mortality: Death by suicide,2014,0,0
Europe,Southern Europe,Montenegro,Mortality: Total deaths,2014,8,712.377560107
Europe,Southern Europe,Montenegro,Mortality: Deaths due to external causes,2014,8,712.377560107
Europe,Northern Europe,Denmark,Mortality: Total deaths,2015,4,124.882922260
Europe,Northern Europe,Denmark,Mortality: Death by intentional homicide,2015,0,0
Europe,Northern Europe,Denmark,Mortality: Death by intentional homicide,2014,0,0
Europe,Northern Europe,Denmark,Mortality: Death by suicide,2015,2,62.441461130
Europe,Northern Europe,Denmark,Mortality: Death by suicide,2014,2,55.819145967
Europe,Northern Europe,Estonia,Mortality: Total deaths,2015,4,141.693234148
Europe,Northern Europe,Estonia,Mortality: Total deaths,2014,8,263.678312459
Europe,Northern Europe,Estonia,Mortality: Death by intentional homicide,2015,0,0
Europe,Western Europe,Germany,Mortality: Total deaths,2014,152,240.399822863
Europe,Western Europe,Germany,Mortality: Death by suicide,2014,60,94.894666920
Europe,Western Europe,Belgium,Mortality: Total deaths,2015,44,400.218300891
Europe,Western Europe,Belgium,Mortality: Total deaths,2014,59,501.317019288
Europe,Western Europe,Belgium,Mortality: Death by suicide,2015,16,145.533927597
Europe,Western Europe,Belgium,Mortality: Death by suicide,2014,18,152.944175376
Europe,Southern Europe,Bosnia and Herzegovina,Mortality: Total deaths,2015,8,293.040293040
Europe,Southern Europe,Bosnia and Herzegovina,Mortality: Deaths due to external causes,2015,1,36.630036630
Europe,Southern Europe,Bosnia and Herzegovina,Mortality: Death by suicide,2015,1,36.630036630
Europe,Southern Europe,Croatia,Mortality: Total deaths,2015,11,329.242741694
Europe,Southern Europe,Croatia,Mortality: Deaths due to external causes,2015,1,29.931158336
Europe,Southern Europe,Croatia,Mortality: Death by intentional homicide,2015,0,0
Europe,Southern Europe,Croatia,Mortality: Death by suicide,2015,1,29.931158336
Europe,Western Europe,Monaco,Mortality: Total deaths,2015,0,0
Europe,Western Europe,Monaco,Mortality: Total deaths,2014,0,0
Europe,Western Europe,Monaco,Mortality: Deaths due to external causes,2015,0,0
Europe,Western Europe,Monaco,Mortality: Deaths due to external causes,2014,0,0
Europe,Western Europe,Monaco,Mortality: Death by intentional homicide,2015,0,0
Europe,Western Europe,Monaco,Mortality: Death by intentional homicide,2014,0,0
Europe,Western Europe,Monaco,Mortality: Death by suicide,2015,0,0
Europe,Western Europe,Monaco,Mortality: Death by suicide,2014,0,0
Europe,Western Europe,Netherlands,Mortality: Total deaths,2015,47,433.179723502
Europe,Western Europe,Netherlands,Mortality: Total deaths,2014,39,326.797385621
Europe,Western Europe,Netherlands,Mortality: Total deaths,2013,25,196.525430391
Europe,Western Europe,Netherlands,Mortality: Death by intentional homicide,2015,1,9.216589862
Europe,Western Europe,Netherlands,Mortality: Death by intentional homicide,2014,0,0
Europe,Western Europe,Netherlands,Mortality: Death by intentional homicide,2013,1,7.861017216
Europe,Western Europe,Netherlands,Mortality: Death by suicide,2015,12,110.599078341
Europe,Western Europe,Netherlands,Mortality: Death by suicide,2014,16,134.070722306
Europe,Western Europe,Netherlands,Mortality: Death by suicide,2013,8,62.888137725
Europe,Northern Europe,United Kingdom (Scotland),Mortality: Total deaths,2015,24,309.917355372
Europe,Northern Europe,United Kingdom (Scotland),Mortality: Total deaths,2014,24,310.438494373
Europe,Northern Europe,United Kingdom (Scotland),Mortality: Death by suicide,2014,3,38.804811797
Europe,Southern Europe,Andorra,Mortality: Total deaths,2015,0,0
Europe,Southern Europe,Andorra,Mortality: Total deaths,2014,0,0
Europe,Southern Europe,Andorra,Mortality: Deaths due to external causes,2015,0,0
Europe,Southern Europe,Andorra,Mortality: Deaths due to external causes,2014,0,0
Europe,Southern Europe,Andorra,Mortality: Death by intentional homicide,2015,0,0
Europe,Southern Europe,Andorra,Mortality: Death by intentional homicide,2014,0,0
Europe,Southern Europe,Andorra,Mortality: Death by suicide,2015,0,0
Europe,Southern Europe,Andorra,Mortality: Death by suicide,2014,0,0
Europe,Western Europe,Switzerland,Mortality: Total deaths,2015,24,369.344413666
Europe,Western Europe,Switzerland,Mortality: Total deaths,2014,15,230.096640589
Europe,Western Europe,Switzerland,Mortality: Death by suicide,2015,10,153.893505694
Europe,Western Europe,Switzerland,Mortality: Death by suicide,2014,9,138.057984353
Europe,Eastern Europe,Russian Federation,Mortality: Total deaths,2015,3828,592.491700009
Europe,Eastern Europe,Russian Federation,Mortality: Total deaths,2014,4097,609.991230539
Europe,Eastern Europe,Russian Federation,Mortality: Total deaths,2013,4197,619.678216177
Europe,Eastern Europe,Russian Federation,Mortality: Deaths due to external causes,2015,598,92.557480827
Europe,Eastern Europe,Russian Federation,Mortality: Deaths due to external causes,2014,623,92.756782188
Europe,Eastern Europe,Russian Federation,Mortality: Deaths due to external causes,2013,683,100.843512425
Europe,Eastern Europe,Russian Federation,Mortality: Death by suicide,2015,392,60.673131244
Europe,Eastern Europe,Russian Federation,Mortality: Death by suicide,2014,404,60.150465496
Europe,Eastern Europe,Russian Federation,Mortality: Death by suicide,2013,410,60.535637034
Europe,Western Europe,France,Mortality: Total deaths,2015,259,388.433966226
Europe,Western Europe,France,Mortality: Total deaths,2014,219,330.466274332
Europe,Southern Europe,Italy,Mortality: Total deaths,2015,108,202.209324097
Europe,Southern Europe,Italy,Mortality: Death by intentional homicide,2015,0,0
Europe,Southern Europe,Italy,Mortality: Death by suicide,2015,39,73.020033702
Europe,Western Europe,France,Mortality: Total deaths,2016,266,388.707037643
Europe,Western Europe,France,Mortality: Total deaths,2013,242,360.790160268
Europe,Western Europe,France,Mortality: Deaths due to external causes,2016,131,191.430909516
Europe,Western Europe,France,Mortality: Deaths due to external causes,2015,129,193.467110591
Europe,Western Europe,France,Mortality: Deaths due to external causes,2014,111,167.496604799
Europe,Western Europe,France,Mortality: Deaths due to external causes,2013,112,166.977264256
Europe,Western Europe,France,Mortality: Death by intentional homicide,2016,6,8.767827917
Europe,Western Europe,France,Mortality: Death by intentional homicide,2015,3,4.499235130
Europe,Western Europe,France,Mortality: Death by intentional homicide,2014,1,1.508978422
Europe,Western Europe,France,Mortality: Death by intentional homicide,2013,1,1.490868431
Europe,Western Europe,France,Mortality: Death by suicide,2016,125,182.663081599
Europe,Western Europe,France,Mortality: Death by suicide,2015,126,188.967875461
Europe,Western Europe,France,Mortality: Death by suicide,2014,110,165.987626377
